shop_name,latitude,longitude,shop,houses_nearby,total_floats
Санкт-Петербург пер. Лыжный д. 1,30.203992,59.99566,Лента,8,3855.0
Санкт-Петербург пр. Малый ВО д. 63/14 стр. 1,30.243913,59.93873,Лента,36,2748.0
Санкт-Петербург ул. Маркина д. 3 лит. А,30.307083,59.956408,Лента,41,1523.0
Санкт-Петербург пр. Маршала Блюхера д. 11 к. 1 стр. 1,30.377906,59.979565,Лента,8,4075.0
Санкт-Петербург ул. Маршала Казакова д. 72 к. 1 стр. 1,30.17185,59.867448,Лента,5,4870.0
Санкт-Петербург ул. Маршала Казакова д. 58 стр. 1,30.190544,59.862768,Лента,15,4877.0
Санкт-Петербург наб. Морская д. 15,30.212436,59.939978,Лента,6,1807.0
Санкт-Петербург пр. Московский д. 222,30.323207,59.84518,Лента,12,2156.0
Санкт-Петербург дор. Муринская д. 63 к. 1,30.453346,60.03567,Лента,12,2433.0
Санкт-Петербург ул. Новгородская д. 23 лит. А,30.390491,59.940803,Лента,14,1031.0
Санкт-Петербург ул. Новолитовская д. 15 лит. А,30.35569,59.980907,Лента,4,1427.0
Санкт-Петербург пр. Обуховской обороны д. 305 лит. А,30.483979,59.840917,Лента,5,1250.0
Санкт-Петербург наб. Октябрьская д.34 к.2 стр.1,30.438434,59.905276,Лента,3,2471.0
Санкт-Петербург ул. Парашютная д. 60 лит. А,30.239538,60.039225,Лента,2,1409.0
Санкт-Петербург ул. Парашютная д. 61 к. 4,30.255322,60.037378,Лента,3,2633.0
Санкт-Петербург ул. Парашютная д. 44 к. 5,30.250794,60.031436,Лента,9,3404.0
Санкт-Петербург пер. Перевозный д. 4,30.404056,59.931039,Лента,15,1383.0
Санкт-Петербург пр. Пискаревский д. 6,30.407092,59.961796,Лента,9,1739.0
Санкт-Петербург ул. Планерная д. 17 лит. А,30.237364,59.998661,Лента,1,209.0
Санкт-Петербург ул. Русановская д. 18 к. 2,30.511045,59.866594,Лента,3,2048.0
Санкт-Петербург ул. Руставели д. 61 лит. А,30.43494,60.031445,Лента,2,595.0
Санкт-Петербург ул. Савушкина д. 112 лит. А,30.226046,59.984634,Лента,3,766.0
Санкт-Петербург ул. Симонова д. 13 к. 2 лит. А,30.329037,60.061232,Лента,1,540.0
Санкт-Петербург ул. Социалистическая д. 21 лит. А,30.346051,59.92023,Лента,97,2990.0
Санкт-Петербург пр. Среднеохтинский д. 3 к. 1,30.414126,59.94517,Лента,45,3292.0
Санкт-Петербург пл. Стачек д. 9,30.272884,59.899906,Лента,43,1942.0
Санкт-Петербург пр. Тореза д. 77 к. 1,30.327986,60.023488,Лента,17,952.0
Санкт-Петербург ул. Туристская д. 26 стр. 1,30.208654,60.001964,Лента,14,8345.0
Санкт-Петербург пр. Ударников д. 28/32,30.469947,59.951362,Лента,18,3733.0
Санкт-Петербург ул. Уральская д. 29 лит. А,30.246833,59.956106,Лента,6,1740.0
Санкт-Петербург ул. Уральская д. 4 лит. Б,30.266048,59.950335,Лента,12,2181.0
Санкт-Петербург пер. Урхов д. 7 лит. А,30.281238,59.893046,Лента,5,344.0
Санкт-Петербург пр. Финляндский д. 4,30.342198,59.957787,Лента,3,598.0
Санкт-Петербург ул. Хасанская д. 17 лит. А,30.497543,59.934488,Лента,8,1662.0
Санкт-Петербург пр. Художников д. 11,30.345441,60.036142,Лента,19,4485.0
Санкт-Петербург пр. Чкаловский д. 50 лит. А,30.299348,59.967358,Лента,36,1455.0
Санкт-Петербург ул. Шевченко д. 17,30.246078,59.934957,Лента,37,2887.0
Санкт-Петербург пр. Шуваловский д. 40 к. 2,30.246024,60.029499,Лента,8,3570.0
Санкт-Петербург пр. Шуваловский д. 45 лит. А,30.238838,60.029625,Лента,4,3354.0
Санкт-Петербург пр. Энгельса д. 124 к. 1,30.324124,60.039908,Лента,6,1084.0
Санкт-Петербург пр. Энгельса д. 132 корп. 1,30.329343,60.047003,Лента,17,3620.0
Санкт-Петербург пр. Энгельса д. 133 к. 1 лит. В,30.33396,60.049433,Лента,13,2501.0
Санкт-Петербург пр. Юрия Гагарина д. 34/2 лит. Б,30.339835,59.846364,Лента,2,159.0
Санкт-Петербург пр. Юрия Гагарина д. 71 лит. А,30.33714,59.840239,Лента,26,2915.0
г. Санкт-Петербург проезд 1-й Предпортовый 15 1,30.303615,59.841934,Магнит,6,1946.0
г. Санкт-Петербург пер. 1-й Рабфаковский 4,30.47328,59.858168,Магнит,34,2827.0
г. Санкт-Петербург пр-кт 2-й Муринский 51,30.360514,59.998198,Магнит,13,2087.0
г. Санкт-Петербург проезд 2-й Предпортовый 6 1,30.304019,59.839895,Магнит,2,1598.0
г. Санкт-Петербург пер. 2-й Рабфаковский 16,30.476172,59.855801,Магнит,40,3276.0
г. Санкт-Петербург 26-я В.О. линия 7 стр. 1,30.260523,59.928834,Магнит,8,1506.0
г. Санкт-Петербург ул. 7-я Советская 15/19,30.372471,59.935845,Магнит,189,4845.0
г. Санкт-Петербург 8-я В.О. линия 73/23,30.271545,59.946635,Магнит,58,2020.0
г. Санкт-Петербург ул. 9-я Советская 39/24,30.379154,59.935818,Магнит,151,3984.0
г. Санкт-Петербург пр-кт Авиаконструкторов 21 корп. 4,30.23926,60.01758,Магнит,23,5816.0
г. Санкт-Петербург ул. Аккуратова 13,30.310793,60.01619,Магнит,11,2308.0
г. Санкт-Петербург ул. Александра Матросова 20 2 лит. А,30.34704,59.983374,Магнит,4,634.0
г. Санкт-Петербург пр-кт Александровской Фермы 2 а,30.454056,59.864105,Магнит,30,3922.0
г. Санкт-Петербург ул. Алтайская 16,30.327376,59.849668,Магнит,30,1897.0
г. Санкт-Петербург пер. Альпийский 30 корпус 3,30.388021,59.854517,Магнит,14,1841.0
г. Санкт-Петербург ул. Асафьева 9 2,30.32654,60.046836,Магнит,14,3128.0
г. Санкт-Петербург ул. Бабушкина 105 корп. 1,30.451118,59.867593,Магнит,33,2826.0
г. Санкт-Петербург ул. Бабушкина 26,30.430969,59.890288,Магнит,58,1444.0
г. Санкт-Петербург ул. Бабушкина 18,30.429514,59.892712,Магнит,46,1401.0
г. Санкт-Петербург ул. Белградская 40 1,30.368824,59.850057,Магнит,19,1947.0
г. Санкт-Петербург ул. Бестужевская 7корпус 5,30.389386,59.986187,Магнит,6,1790.0
г. Санкт-Петербург ул. Благодатная 40 лит. А,30.333825,59.876391,Магнит,20,1512.0
г. Санкт-Петербург ул. Богословская 6 корпус 2,30.379343,59.985611,Магнит,16,4621.0
г. Санкт-Петербург пр-кт Большеохтинский 12,30.409482,59.953358,Магнит,57,4236.0
г. Санкт-Петербург пр-кт Большой В.О. 18 литер А,30.284229,59.939068,Магнит,82,1850.0
г. Санкт-Петербург пр-кт Большой Сампсониевский 77 1,30.334391,59.987753,Магнит,3,496.0
г. Санкт-Петербург б-р Брестский 8,30.199653,59.856108,Магнит,11,5367.0
г. Санкт-Петербург ул. Бронницкая 2 70,30.320198,59.917006,Магнит,85,2134.0
г. Санкт-Петербург ул. Будапештская 71 1,30.389027,59.845356,Магнит,13,3420.0
г. Санкт-Петербург ул. Будапештская 97 2а,30.406032,59.828609,Магнит,11,2917.0
г. Санкт-Петербург ул. Будапештская 44,30.378984,59.858367,Магнит,25,3752.0
г. Санкт-Петербург ул. Бутлерова 11 4,30.402879,60.006246,Магнит,11,4156.0
г. Санкт-Петербург ул. Бухарестская 43,30.389377,59.860848,Магнит,21,3344.0
г. Санкт-Петербург ул. Бухарестская 72 1,30.378283,59.874024,Магнит,15,3479.0
г. Санкт-Петербург ул. Бухарестская 156 1,30.422983,59.830246,Магнит,6,2034.0
г. Санкт-Петербург ул. Бухарестская 74,30.381652,59.870858,Магнит,24,3687.0
г. Санкт-Петербург ул. Бухарестская 23 1,30.376154,59.873997,Магнит,14,3939.0
г. Санкт-Петербург ул. Вавиловых 13 корп. 1,30.39262,60.021946,Магнит,18,2924.0
г. Санкт-Петербург ул. Варшавская 58 лит. А,30.314709,59.860012,Магнит,35,2882.0
г. Санкт-Петербург ул. Варшавская 29 корпус 1,30.31338,59.863306,Магнит,30,3235.0
г. Санкт-Петербург ул. Варшавская 63 1,30.314116,59.849157,Магнит,36,4013.0
г. Санкт-Петербург ул. Варшавская 59,30.31364,59.852389,Магнит,27,2669.0
г. Санкт-Петербург ул. Васи Алексеева 21 лит.А,30.274366,59.876901,Магнит,44,3055.0
г. Санкт-Петербург ул. Веденеева 4,30.372435,60.022229,Магнит,17,4180.0
г. Санкт-Петербург ул. Верности 9,30.398675,60.007753,Магнит,13,2364.0
г. Санкт-Петербург пр-кт Ветеранов 120,30.183986,59.832521,Магнит,14,2687.0
г. Санкт-Петербург пр-кт Ветеранов 52,30.240985,59.839945,Магнит,16,1691.0
г. Санкт-Петербург пр-кт Ветеранов 43,30.241838,59.842174,Магнит,35,3231.0
г. Санкт-Петербург пр-кт Ветеранов 87,30.220988,59.834926,Магнит,18,2940.0
г. Санкт-Петербург пр-кт Ветеранов 143 корп. 1,30.141945,59.835844,Магнит,31,2730.0
г. Санкт-Петербург пр-кт Ветеранов 109 А,30.199132,59.833506,Магнит,21,3071.0
г. Санкт-Петербург б-р Вилькицкий 6,30.198512,59.93754,Магнит,5,3106.0
г. Санкт-Петербург ш. Выборгское 17 1,30.310478,60.054558,Магнит,7,2772.0
г. Санкт-Петербург ул. Гаванская 34 А,30.237912,59.935782,Магнит,69,4093.0
г. Санкт-Петербург пр-кт Героев 18,30.1677,59.866734,Магнит,3,3311.0
г. Санкт-Петербург пр-кт Героев 27 1,30.159103,59.861141,Магнит,2,1450.0
г. Санкт-Петербург пр-кт Гражданский 118 1 литер А,30.420333,60.036784,Магнит,17,3596.0
г. Санкт-Петербург пр-кт Гражданский 92 1лит. А,30.402744,60.019131,Магнит,16,16730.0
г. Санкт-Петербург пр-кт Гражданский 75,30.402268,60.016172,Магнит,30,2843.0
г. Санкт-Петербург пр-кт Гражданский 119 А,30.420657,60.033971,Магнит,6,979.0
г. Санкт-Петербург пр-кт Гражданский 23 корпус 1,30.391129,60.005572,Магнит,26,3820.0
г. Санкт-Петербург пр-кт Дальневосточный 12 корпус 2,30.438488,59.913731,Магнит,3,1177.0
г. Санкт-Петербург пр-кт Дальневосточный 25 корпус 1,30.453328,59.904062,Магнит,9,3114.0
г. Санкт-Петербург пр-кт Дальневосточный 33,30.458745,59.898864,Магнит,6,1943.0
г. Санкт-Петербург ул. Даниила Хармса 3 1 литера А,30.44969,60.033283,Магнит,17,3914.0
г. Санкт-Петербург пр-кт Дачный 27,30.260918,59.838132,Магнит,41,2598.0
г. Санкт-Петербург пр-кт Дачный 5 корпус 10 лит. А,30.242332,59.848204,Магнит,21,3103.0
г. Санкт-Петербург пр-кт Дачный 18,30.25507,59.842436,Магнит,40,3538.0
г. Санкт-Петербург ул. Двинская 8 3,30.250192,59.907352,Магнит,11,1319.0
г. Санкт-Петербург ул. Дегтярная 5-7 в,30.372228,59.932198,Магнит,142,3506.0
г. Санкт-Петербург ул. Демьяна Бедного 26 1,30.387688,60.046962,Магнит,24,3539.0
г. Санкт-Петербург ул. Димитрова 12 1,30.380807,59.847358,Магнит,13,2922.0
г. Санкт-Петербург ул. Долгоозёрная 12,30.244793,60.01722,Магнит,17,4398.0
г. Санкт-Петербург ул. Дудко 18 лит. А,30.428688,59.885413,Магнит,38,2901.0
г. Санкт-Петербург ул. Дыбенко 8,30.456338,59.900791,Магнит,11,4515.0
г. Санкт-Петербург ул. Дыбенко 16,30.469624,59.904505,Магнит,19,4132.0
г. Санкт-Петербург пр-кт Екатерининский 2,30.436638,59.97798,Магнит,5,2021.0
г. Санкт-Петербург ул. Ефимова 4 а,30.321545,59.925574,Магнит,21,619.0
г. Санкт-Петербург ул. Жени Егоровой 1 29а,30.306364,60.062175,Магнит,3,1693.0
г. Санкт-Петербург б-р Загребский 9лит.А,30.398801,59.844981,Магнит,5,2451.0
г. Санкт-Петербург ул. Замшина 28,30.398567,59.973379,Магнит,51,4008.0
г. Санкт-Петербург пр-кт Заневский 35 А,30.420118,59.929709,Магнит,27,2837.0
г. Санкт-Петербург ул. Земледельческая 3 1,30.328049,59.99026,Магнит,2,1320.0
г. Санкт-Петербург ул. Зины Портновой 1 3,30.255807,59.856695,Магнит,27,2090.0
г. Санкт-Петербург ул. Ижорская 13 39,30.29703,59.959431,Магнит,118,5871.0
г. Санкт-Петербург пр-кт Измайловский 16/30,30.307837,59.911159,Магнит,93,2196.0
г. Санкт-Петербург пр-кт Индустриальный 38 3,30.467692,59.953385,Магнит,11,2091.0
г. Санкт-Петербург пр-кт Индустриальный 15 лит. А,30.478355,59.941953,Магнит,13,2286.0
г. Санкт-Петербург ул. Исполкомская 12,30.38087,59.927991,Магнит,76,2615.0
г. Санкт-Петербург пр-кт Испытателей 26 2,30.267889,60.006444,Магнит,17,3227.0
г. Санкт-Петербург пр-кт КИМа 28,30.2435,59.953894,Магнит,18,1308.0
г. Санкт-Петербург ул. Камышовая 13,30.248494,60.006192,Магнит,25,4795.0
г. Санкт-Петербург остров. Канонерский 8,30.213676,59.898331,Магнит,10,1204.0
г. Санкт-Петербург ул. Караваевская 28 1,30.510057,59.832114,Магнит,25,3184.0
г. Санкт-Петербург ул. Караваевская 37,30.513947,59.829984,Магнит,32,3426.0
г. Санкт-Петербург пл. Карла Фаберже 8,30.436539,59.93452,Магнит,1,534.0
г. Санкт-Петербург пер. Клочков 2 литера А,30.461943,59.918674,Магнит,15,2744.0
г. Санкт-Петербург ул. Коллонтай 28 1,30.480889,59.9229,Магнит,5,1165.0
г. Санкт-Петербург ул. Коломенская 14 Б,30.354334,59.924555,Магнит,132,3821.0
г. Санкт-Петербург пр-кт Комендантский 71,30.221617,60.041099,Магнит,7,8343.0
г. Санкт-Петербург пр-кт Комендантский 9,30.263173,60.005549,Магнит,15,2423.0
г. Санкт-Петербург пр-кт Комендантский 28 1,30.250525,60.014009,Магнит,12,3454.0
г. Санкт-Петербург пр-кт Комендантский 64 корп. 1,30.221051,60.038762,Магнит,10,7901.0
г. Санкт-Петербург ул. Коммуны 59,30.488704,59.963079,Магнит,17,697.0
г. Санкт-Петербург пр-кт Кондратьевский 70 1,30.397633,59.983752,Магнит,15,5781.0
г. Санкт-Петербург пр-кт Кондратьевский 62 корп. 11,30.385757,59.98101,Магнит,8,2432.0
г. Санкт-Петербург пр-кт Кондратьевский 50 лит. А пом. 2Н,30.388766,59.973613,Магнит,40,2568.0
г. Санкт-Петербург пр-кт Кондратьевский 68к3,30.394641,59.983752,Магнит,8,5832.0
г. Санкт-Петербург пр-кт Кондратьевский 57 А,30.391129,59.974784,Магнит,58,4311.0
г. Санкт-Петербург пр-кт Коннолахтинский 12,30.12856,60.001514,Магнит,3,16.0
г. Санкт-Петербург пр-кт Коннолахтинский 2,30.131345,59.996196,Магнит,9,54.0
г. Санкт-Петербург ул. Константина Заслонова 26,30.344875,59.917718,Магнит,66,1771.0
г. Санкт-Петербург пр-кт Космонавтов 65 2,30.358026,59.836685,Магнит,14,4930.0
г. Санкт-Петербург пр-кт Космонавтов 25,30.348486,59.85942,Магнит,26,3453.0
г. Санкт-Петербург ул. Краснопутиловская 111,30.30764,59.848859,Магнит,20,2600.0
г. Санкт-Петербург ул. Краснопутиловская 34 а,30.274366,59.868433,Магнит,39,1944.0
г. Санкт-Петербург ул. Краснопутиловская 12,30.263963,59.873559,Магнит,39,2541.0
г. Санкт-Петербург ул. Кременчугская 19,30.370315,59.919739,Магнит,10,2641.0
г. Санкт-Петербург ул. Кржижановского 8,30.465249,59.931607,Магнит,15,3864.0
г. Санкт-Петербург ул. Крыленко 31 литера А,30.484482,59.898787,Магнит,21,2771.0
г. Санкт-Петербург ул. Крыленко 14,30.463596,59.894915,Магнит,8,1266.0
г. Санкт-Петербург ул. Крыленко 1,30.449196,59.892775,Магнит,10,5449.0
г. Санкт-Петербург ул. Крыленко 21корпус 1,30.476927,59.896987,Магнит,13,2406.0
г. Санкт-Петербург пр-кт Кузнецова 11 3,30.189071,59.861593,Магнит,20,7215.0
г. Санкт-Петербург ул. Кузнецовская 22 а,30.308691,59.871897,Магнит,23,4625.0
г. Санкт-Петербург ул. Кузнецовская 15литера А,30.316102,59.871437,Магнит,31,4103.0
г. Санкт-Петербург пр-кт Культуры 22 корп. 1 лит. А,30.374429,60.046998,Магнит,16,2990.0
г. Санкт-Петербург пр-кт Культуры 21,30.377519,60.046095,Магнит,17,2979.0
г. Санкт-Петербург ул. Купчинская 15 корпус 1,30.38494,59.839086,Магнит,16,4811.0
г. Санкт-Петербург пр-кт Лабораторный 23 1,30.386808,59.981744,Магнит,11,3710.0
г. Санкт-Петербург ул. Оптиков 34 1,30.216236,59.999764,Магнит,6,3010.0
г. Санкт-Петербург ул. Оптиков 47,30.202285,60.004069,Магнит,17,5382.0
г. Санкт-Петербург пр-кт Орлово-Денисовский 19,30.267997,60.056912,Магнит,8,2287.0
г. Санкт-Петербург ул. Парашютная 38 корпус 1,30.25313,60.028281,Магнит,14,5663.0
г. Санкт-Петербург ул. Парашютная 61 кор. 4,30.255322,60.037378,Магнит,3,2633.0
г. Санкт-Петербург ул. Парашютная 27 1 лит.А,30.268437,60.019451,Магнит,18,3654.0
г. Санкт-Петербург ул. Парашютная 23 корпус 1,30.271141,60.019203,Магнит,24,3540.0
г. Санкт-Петербург ул. Парфёновская 4 строение 1,30.312401,59.906143,Магнит,3,1254.0
г. Санкт-Петербург ш. Петергофское 45 А,30.152851,59.848384,Магнит,2,1205.0
г. Санкт-Петербург ш. Петергофское 88 3а,30.104378,59.848972,Магнит,11,673.0
г. Санкт-Петербург ш. Петергофское 84 корпус 19,30.108097,59.846002,Магнит,30,70060.0
г. Санкт-Петербург ул. Пионерстроя 23 Б,30.12892,59.83985,Магнит,16,2200.0
г. Санкт-Петербург пер. Пирогова 17,30.301998,59.92897,Магнит,71,2049.0
г. Санкт-Петербург пр-кт Пискарёвский 16 лит. А,30.409589,59.967804,Магнит,27,3269.0
г. Санкт-Петербург пр-кт Пискарёвский 25 2,30.413811,59.970623,Магнит,1,1779.0
г. Санкт-Петербург ул. Планерная 89 1,30.201054,60.03153,Магнит,3,1574.0
г. Санкт-Петербург ул. Плесецкая 6 1,30.209427,60.031701,Магнит,1,660.0
г. Санкт-Петербург ул. Плесецкая 12,30.216272,60.034146,Магнит,2,4355.0
г. Санкт-Петербург ул. Пограничника Гарькавого 16,30.147263,59.840632,Магнит,44,877.0
г. Санкт-Петербург ул. Пограничника Гарькавого 36 1,30.147928,59.83248,Магнит,41,4058.0
г. Санкт-Петербург ул. Подвойского 8 стр. 1,30.45844,59.909152,Магнит,12,2208.0
г. Санкт-Петербург ул. Подольская 23 А,30.325004,59.915007,Магнит,192,4050.0
г. Санкт-Петербург ул. Полевая Сабировская 47 1,30.273944,59.996713,Магнит,4,865.0
г. Санкт-Петербург ул. Политехническая 17 корпус 2,30.367162,59.999417,Магнит,14,2421.0
г. Санкт-Петербург пр-кт Просвещения 46 корп. 1,30.352367,60.04999,Магнит,11,3105.0
г. Санкт-Петербург пр-кт Просвещения 33 1,30.344542,60.050273,Магнит,6,285.0
г. Санкт-Петербург пр-кт Просвещения 75,30.401496,60.0386,Магнит,18,4519.0
г. Санкт-Петербург пр-кт Просвещения 49,30.371806,60.044208,Магнит,10,2063.0
г. Санкт-Петербург ул. Пулковская 10 5 лит.А,30.352942,59.835442,Магнит,19,5698.0
г. Санкт-Петербург ул. Пулковская 14,30.35163,59.834257,Магнит,17,4008.0
г. Санкт-Петербург ш. Пулковское 24 лит.А,30.326109,59.826632,Магнит,22,2985.0
г. Санкт-Петербург ш. Пулковское 42корпус 6,30.3428,59.814808,Магнит,1,3274.0
г. Санкт-Петербург пр-кт Пятилеток 14 1,30.453472,59.92336,Магнит,23,3623.0
г. Санкт-Петербург ш. Революции 37 1,30.434275,59.959634,Магнит,21,2267.0
г. Санкт-Петербург пл. Ржевская 1 А,30.510192,59.980704,Магнит,15,1606.0
г. Санкт-Петербург пр-кт Российский 14,30.472355,59.929687,Магнит,14,3395.0
г. Санкт-Петербург ул. Русановская 18,30.511719,59.866292,Магнит,10,6394.0
г. Санкт-Петербург ул. Русановская 16 корпус 4,30.507551,59.866179,Магнит,4,3258.0
г. Санкт-Петербург ул. Руставели 66 А,30.430358,60.037526,Магнит,13,2025.0
г. Санкт-Петербург ул. Руставели 12,30.435093,60.000353,Магнит,18,2008.0
г. Санкт-Петербург пр-кт Рыбацкий 17 корп. 1,30.496061,59.841871,Магнит,5,1239.0
г. Санкт-Петербург ул. Савушкина 7 3,30.29748,59.986929,Магнит,19,1204.0
г. Санкт-Петербург ул. Садовая 72/16,30.295674,59.919685,Магнит,135,2966.0
г. Санкт-Петербург ул. Садовая 43 лит. А,30.315051,59.92584,Магнит,69,2488.0
г. Санкт-Петербург пр-кт Светлановский 60 1 лит А,30.395297,60.03669,Магнит,19,3489.0
г. Санкт-Петербург пр-кт Светлановский 48,30.381301,60.025502,Магнит,11,2396.0
г. Санкт-Петербург пр-кт Светлановский 121,30.405089,60.046185,Магнит,21,3132.0
г. Санкт-Петербург пр-кт Северный 26 2,30.352232,60.032767,Магнит,12,2425.0
г. Санкт-Петербург ул. Седова 17 2 литера А,30.412015,59.894251,Магнит,34,2016.0
г. Санкт-Петербург ул. Седова 87 9,30.439575,59.869268,Магнит,40,2323.0
г. Санкт-Петербург б-р Серебристый 29 1,30.28555,60.011621,Магнит,14,5584.0
г. Санкт-Петербург б-р Сиреневый 18 1,30.363102,60.052506,Магнит,11,3003.0
г. Санкт-Петербург пр-кт Скобелевский 8,30.318572,60.01798,Магнит,58,2409.0
г. Санкт-Петербург пр-кт Славы 21 а,30.378678,59.855331,Магнит,21,3147.0
г. Санкт-Петербург пр-кт Славы 2 1,30.367818,59.855236,Магнит,12,2147.0
г. Санкт-Петербург пр-кт Славы 12 1,30.376477,59.856176,Магнит,15,2283.0
г. Санкт-Петербург пр-кт Славы 43/49,30.390608,59.858046,Магнит,14,2026.0
г. Санкт-Петербург ул. Славянская (Усть-Славянка тер.) 3 1,30.522867,59.834081,Магнит,5,1156.0
г. Санкт-Петербург ул. Славянская (Усть-Славянка тер.) 21,30.541606,59.830481,Магнит,12,4099.0
г. Санкт-Петербург ул. Смолячкова 19,30.346438,59.970853,Магнит,1,118.0
г. Санкт-Петербург пр-кт Советский (Усть-Славянка) 41 корп. 1,30.536,59.829748,Магнит,9,3743.0
г. Санкт-Петербург пр-кт Солидарности 11 А,30.490761,59.920411,Магнит,20,3779.0
г. Санкт-Петербург ул. Софийская 29 2,30.395558,59.878053,Магнит,23,3194.0
г. Санкт-Петербург ул. Софийская 28 лит. А,30.402618,59.875384,Магнит,15,2594.0
г. Санкт-Петербург ул. Софийская 47 корпус 1,30.406005,59.871062,Магнит,22,3287.0
г. Санкт-Петербург пр-кт Союзный 12 1,30.438758,59.920406,Магнит,11,3115.0
г. Санкт-Петербург пер. Спасский 14 35,30.31947,59.928131,Магнит,14,669.0
г. Санкт-Петербург пр-кт Среднеохтинский 51 13,30.416102,59.9588,Магнит,53,2753.0
г. Санкт-Петербург пр-кт Среднеохтинский 5,30.414584,59.946324,Магнит,52,3235.0
г. Санкт-Петербург ул. Среднерогатская 13,30.32954,59.821223,Магнит,7,5521.0
г. Санкт-Петербург ул. Среднерогатская 10 корп. 1,30.337293,59.825601,Магнит,6,4493.0
г. Санкт-Петербург ул. Среднерогатская 11 строение 1,30.333089,59.822715,Магнит,4,5379.0
г. Санкт-Петербург пр-кт Средний В.О. 87 3,30.249204,59.937639,Магнит,5,1300.0
г. Санкт-Петербург пр-кт Стачек 67 2,30.258744,59.871649,Магнит,30,2093.0
г. Санкт-Петербург пр-кт Стачек 75,30.259454,59.867145,Магнит,18,1534.0
г. Санкт-Петербург пр-кт Стачек 105,30.242359,59.854581,Магнит,17,2076.0
г. Санкт-Петербург пр-кт Стачек 38 лит. А,30.270261,59.887747,Магнит,44,2000.0
г. Санкт-Петербург пр-кт Стачек 1 А,30.273998,59.898702,Магнит,35,1113.0
г. Санкт-Петербург ул. Стойкости 8 лит. А,30.216443,59.827727,Магнит,25,3335.0
г. Санкт-Петербург пр-кт Суздальский 7 строение 1,30.30887,60.066522,Магнит,4,1336.0
г. Санкт-Петербург ул. Счастливая 13,30.27371,59.843769,Магнит,31,1972.0
г. Санкт-Петербург ул. Тамбасова 29 1,30.154423,59.826926,Магнит,14,1432.0
г. Санкт-Петербург ул. Тельмана 48 корпус 1,30.483224,59.893186,Магнит,22,3968.0
г. Санкт-Петербург п. Парголово ул. Тихоокеанская 18 3/1,30.315877,59.939099,Магнит,29,444.0
г. Санкт-Петербург пр-кт Тихорецкий 7,30.369192,60.013452,Магнит,44,3068.0
г. Санкт-Петербург ул. Ткачей 76,30.420486,59.891105,Магнит,43,2103.0
г. Санкт-Петербург пр-кт Товарищеский 20/27,30.486548,59.915025,Магнит,16,2652.0
г. Санкт-Петербург пр-кт Тореза 30,30.357379,60.00316,Магнит,21,2268.0
г. Санкт-Петербург пр-кт Тореза 82,30.337194,60.016276,Магнит,25,2024.0
г. Санкт-Петербург пр-кт Тореза 9 лит.А,30.364081,60.000263,Магнит,19,2592.0
г. Санкт-Петербург пр-кт Тореза 39 1 лит.А,30.350013,60.009755,Магнит,6,744.0
г. Санкт-Петербург ул. Торжковская 7 А,30.311547,59.988937,Магнит,25,2248.0
