Адрес,Год постройки,Этажей,Квартир,Ссылка,latitude,longitude,Магазинов по близости,Дикси,Магнит,Пятёрочка,Перекрёсток,Лента,Вкустер,Верный
 ул. Пушкинская 13 , 1877,5,62, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742899,30.35622,59.928496,2,True,False,False,False,False,False,False
 ул. Пушкинская 14 , 1876,6,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742657,30.3572,59.928699,1,True,False,False,False,False,False,False
 ул. Пушкинская 15 , 1876,5,48, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742900,30.356086,59.92819,3,True,True,False,False,False,False,False
 ул. Пушкинская 16 , 1916,5,50, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742888,30.356939,59.928492,1,True,False,False,False,False,False,False
 ул. Пушкинская 17 , 1881,6,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742901,30.355924,59.92786,3,True,True,False,False,False,False,False
 ул. Пушкинская 18 , 1876,6,75, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742889,30.356714,59.928041,2,True,False,False,False,False,False,False
 ул. Пушкинская 19 , 1878,6,58, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742890,30.355619,59.927364,3,True,True,False,False,False,False,False
 ул. Пушкинская 20 , 1875,5,39, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1187649,30.356427,59.92754,3,True,True,False,False,False,False,False
 ул. Пушкинская 1/77 , 1916,5,60, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742913,30.357586,59.930962,1,True,False,False,False,False,False,False
 ул. Пушкинская 2/79 , 1874,5,85, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/742914,30.358179,59.930863,1,True,False,False,False,False,False,False
 пр-кт Пятилеток 2 , 2003,25,241, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1141584,30.465195,59.919581,3,False,True,True,True,False,False,False
 пр-кт Пятилеток 4к 1 , 1993,12,112, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/812011,30.462518,59.921232,3,False,False,True,True,False,False,False
 пр-кт Пятилеток 5 , 1994,10,117, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1166925,30.461566,59.923045,1,True,False,False,False,False,False,False
 пр-кт Пятилеток 5к 2 , 2008,22,92, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1208610,30.460093,59.922887,4,True,True,True,True,False,False,False
 пр-кт Пятилеток 6к 1 , 1994,10,106, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110974,30.461763,59.921403,2,False,False,True,True,False,False,False
 пр-кт Пятилеток 7к 1 , 1993,10,155, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1176492,30.459185,59.923076,4,True,True,True,True,False,False,False
 пр-кт Пятилеток 7к 2 , 1993,10,117, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1176493,30.460407,59.923252,1,True,False,False,False,False,False,False
 пр-кт Пятилеток 8к 4 , 1994,16,158, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110975,30.458242,59.921362,3,False,True,True,True,False,False,False
 пр-кт Пятилеток 8к 2 , 1993,16,158, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1196451,30.459095,59.921033,3,False,True,True,True,False,False,False
 пр-кт Пятилеток 9к 2 , 1995,10,116, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1117375,30.458215,59.924488,2,True,True,False,False,False,False,False
 пр-кт Пятилеток 10к 2 , 1994,12,117, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110976,30.456544,59.922684,4,True,True,True,True,False,False,False
 пр-кт Пятилеток 10к 1 , 1994,11,108, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1182336,30.457452,59.922373,4,True,True,True,True,False,False,False
 пр-кт Пятилеток 13к 3 , 1992,10,78, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1119554,30.455251,59.925177,1,False,True,False,False,False,False,False
 пр-кт Пятилеток 13к 1 , 2005,18,302, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1184544,30.454307,59.924303,3,True,True,False,True,False,False,False
 пр-кт Пятилеток 14к 1 , 2003,16,240, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1111326,30.453472,59.92336,3,True,True,False,True,False,False,False
 пр-кт Пятилеток 15к 1 , 1992,10,78, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110977,30.453095,59.924515,2,False,True,False,True,False,False,False
 пр-кт Пятилеток 15к 2 , 1992,10,117, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110978,30.452852,59.924853,1,False,True,False,False,False,False,False
 пр-кт Пятилеток 15к 8 , 2007,18,56, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110979,30.452655,59.924713,2,True,True,False,False,False,False,False
 пр-кт Пятилеток 15к 5 , 2002,12,120, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1137154,30.454487,59.926431,0,False,False,False,False,False,False,False
 пр-кт Пятилеток 15к 3 , 1992,10,19, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1164427,30.453715,59.925547,0,False,False,False,False,False,False,False
 пр-кт Пятилеток 15к 4 , 1992,10,78, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1170093,30.454604,59.925543,0,False,False,False,False,False,False,False
 пр-кт Пятилеток 16к 2 , 1991,16,158, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1124699,30.450202,59.923486,2,True,True,False,False,False,False,False
 пр-кт Пятилеток 16к 3 , 1997,17,87, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1090304,30.450579,59.923081,2,True,True,False,False,False,False,False
 пр-кт Пятилеток 17к 2 , 1992,10,78, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110980,30.45172,59.925867,0,False,False,False,False,False,False,False
 пр-кт Пятилеток 17к 4 , 2003,9,171, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1137155,30.451837,59.926657,0,False,False,False,False,False,False,False
 пр-кт Пятилеток 17к 5 , 2003,15,89, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1137156,30.453508,59.926409,0,False,False,False,False,False,False,False
 пр-кт Пятилеток 17к 1 , 1992,10,117, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1157913,30.451774,59.92543,0,False,False,False,False,False,False,False
 пр-кт Пятилеток 18к 1 , 1995,10,108, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1195975,30.449618,59.924334,2,True,True,False,False,False,False,False
 пр-кт Пятилеток 19 , 1992,12,236, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1110981,30.450256,59.925227,1,True,False,False,False,False,False,False
 пр-кт Пятилеток 20 , 1992,12,118, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1200182,30.44863,59.924645,3,True,True,True,False,False,False,False
 Рабочий пер. 4/8 , 1877,6,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/25084,30.281499,59.925845,2,True,False,True,False,False,False,False
 ул. Рабфаковская 3к 2 Литер В, 1932,5,59, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281769,30.47531,59.857305,3,False,True,True,False,False,False,False
 ул. Рабфаковская 3к 3 Литер И, 1932,5,61, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/281770,30.475472,59.856876,3,False,True,True,False,False,False,False
 ул. Рабфаковская 3к 4 Литер Р, 1932,5,70, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1149113,30.475696,59.856402,3,False,True,True,False,False,False,False
 ул. Рабфаковская 3к 1 Литер С, 1932,5,117, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/759563,30.476424,59.857414,3,False,True,True,False,False,False,False
 ул. Радищева 3 , 1863,4,9, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162599,30.362598,59.936192,1,True,False,False,False,False,False,False
 ул. Радищева 8 , 1846,6,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162602,30.362302,59.936918,2,True,False,False,False,False,False,False
 ул. Радищева 21 , 1907,6,18, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162605,30.36356,59.938162,3,True,False,False,False,False,False,False
 ул. Радищева 26 , 1899,7,37, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162606,30.363236,59.939794,3,True,False,False,False,False,True,False
 ул. Радищева 32 , 1850,6,43, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162607,30.36329,59.940627,3,True,False,False,False,False,True,False
 ул. Радищева 33 , 1907,3,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162608,30.363919,59.939708,3,True,False,False,False,False,True,False
 ул. Радищева 34 , 1998,6,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1152101,30.363344,59.941313,3,True,False,False,False,False,True,False
 ул. Радищева 35 , 1828,3,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162609,30.363982,59.940907,3,True,False,False,False,False,True,False
 ул. Радищева 37 , 1828,2,17, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162610,30.364045,59.941416,3,True,False,False,False,False,True,False
 ул. Радищева 40 , 1837,3,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162612,30.363452,59.942124,1,True,False,False,False,False,True,False
 ул. Радищева 42 , 1860,6,43, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162614,30.363416,59.942804,0,False,False,False,False,False,True,False
 ул. Радищева 42 Литер В, 1860,4,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162615,30.36303,59.942931,0,False,False,False,False,False,True,False
 ул. Радищева 44 , 1880,4,30, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/797440,30.363407,59.943287,0,False,False,False,False,False,True,False
 ул. Радищева 5-7 , 1890,5,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162600,30.36276,59.936417,2,True,False,False,False,False,False,False
 ул. Радищева 5-7 Литер В, 1901,6,5, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162601,30.363236,59.936589,3,True,False,False,False,False,False,False
 ул. Радищева 17-19 , 1911,6,41, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162604,30.363353,59.937716,3,True,False,False,False,False,False,False
 ул. Радищева 38/20 , 1887,5,31, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1162611,30.363398,59.941858,1,True,False,False,False,False,True,False
 пр-кт Раевского 3 , 1963,5,40, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1178557,30.365886,60.013042,3,True,True,True,False,False,False,False
 пр-кт Раевского 5 Литер Н, 1963,5,80, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1168699,30.364826,60.013578,3,True,True,True,False,False,False,False
 пр-кт Раевского 6 , 1963,5,80, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/815120,30.365401,60.012395,3,True,True,True,False,False,False,False
 пр-кт Раевского 7 Литер Я, 1964,10,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1118609,30.364413,60.014108,3,True,True,True,False,False,False,False
 пр-кт Раевского 8 Литер Ш, 1965,10,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1212143,30.364314,60.01208,3,True,True,True,False,False,False,False
 пр-кт Раевского 9 Литер Ц, 1964,10,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1118610,30.363425,60.014666,2,True,False,True,False,False,False,False
 пр-кт Раевского 10 Литер Ф, 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1175347,30.364135,60.01257,3,True,True,True,False,False,False,False
 пр-кт Раевского 11 Литер О, 1963,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1168700,30.362464,60.015012,0,False,False,False,False,False,False,False
 пр-кт Раевского 12 , 1965,10,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1145027,30.363039,60.01284,1,False,False,True,False,False,False,False
 пр-кт Раевского 14к 2 , 2005,13,85, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1182028,30.361862,60.013479,0,False,False,False,False,False,False,False
 пр-кт Раевского 20 , 1965,10,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1145028,30.360748,60.014342,0,False,False,False,False,False,False,False
 пр-кт Раевского 22 Литер Х, 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1208259,30.360434,60.014855,0,False,False,False,False,False,False,False
 ул. Разъезжая 1 , 1859,4,34, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1149987,30.342719,59.925845,2,True,False,True,False,False,False,False
 ул. Разъезжая 3 , 1873,5,38, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744824,30.34324,59.925606,2,True,False,True,False,False,False,False
 ул. Разъезжая 6 , 1851,4,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743045,30.344219,59.925574,2,True,False,True,False,False,False,False
 ул. Разъезжая 7 , 1916,4,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744825,30.343949,59.92534,2,True,False,True,False,False,False,False
 ул. Разъезжая 8 , 1835,3,9, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743050,30.344542,59.925453,2,True,False,True,False,False,False,True
 ул. Разъезжая 8 , 1835,4,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743046,30.344542,59.925453,2,True,False,True,False,False,False,True
 ул. Разъезжая 9 , 1916,3,9, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744826,30.344255,59.925196,2,True,False,True,False,False,False,True
 ул. Разъезжая 15 , 1916,5,54, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744901,30.346141,59.924393,2,True,False,True,False,False,False,True
 ул. Разъезжая 15 Литер Д, 1916,4,7, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744902,30.345018,59.92378,2,True,False,True,False,False,False,True
 ул. Разъезжая 17 , 1916,6,17, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744910,30.346671,59.924176,2,True,False,True,False,False,False,True
 ул. Разъезжая 17 , 1916,5,17, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744908,30.346671,59.924176,2,True,False,True,False,False,False,True
 ул. Разъезжая 17 Литер В, 1916,4,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744911,30.345989,59.923775,3,True,False,True,False,False,False,True
 ул. Разъезжая 17 Литер Г, 1916,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744912,30.345809,59.923856,2,True,False,True,False,False,False,True
 ул. Разъезжая 20 , 1873,5,61, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743053,30.34721,59.924375,2,True,False,True,False,False,False,True
 ул. Разъезжая 31 , 1862,5,13, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744978,30.350247,59.922512,4,False,True,True,False,False,False,True
 ул. Разъезжая 35 , 1886,3,5, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744982,30.350956,59.922201,3,False,True,True,False,False,False,True
 ул. Разъезжая 36 , 1916,4,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743136,30.351073,59.922607,3,False,True,True,False,False,False,True
 ул. Разъезжая 37 , 1880,4,29, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744983,30.351271,59.922052,4,False,True,True,False,False,False,True
 ул. Разъезжая 44 , 1798,4,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744584,30.353247,59.921628,5,True,True,True,False,False,False,True
 ул. Разъезжая 46 , 1883,4,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744585,30.353472,59.921538,4,True,True,True,False,False,False,True
 ул. Разъезжая 43/1 , 1869,4,52, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1187629,30.352995,59.921304,4,True,True,True,False,False,False,True
 ул. Разъезжая 10/15 , 1901,5,25, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743051,30.344929,59.925268,2,True,False,True,False,False,False,True
 ул. Разъезжая 16-18 , 1865,7,75, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1187628,30.346707,59.924618,2,True,False,True,False,False,False,True
 ул. Разъезжая 26-28 , 1913,4,1, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743066,30.349106,59.923915,4,True,True,True,False,False,True,True
 ул. Разъезжая 26-28 , 1956,5,22, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/743067,30.349106,59.923915,4,True,True,True,False,False,True,True
 ул. Разъезжая 42/34 , 1905,4,29, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744582,30.352807,59.921804,5,True,True,True,False,False,False,True
 ул. Разъезжая 42/34 , 1905,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/744583,30.352807,59.921804,5,True,True,True,False,False,False,True
 ул. Расстанная 1 , 1902,4,15, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741026,30.342117,59.908322,2,True,False,True,False,False,True,False
 ул. Расстанная 3 , 1900,4,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741027,30.34253,59.908222,2,True,False,True,False,False,True,False
 ул. Расстанная 4 , 1932,5,94, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1103535,30.343761,59.908259,2,True,False,True,False,False,True,False
 ул. Расстанная 5 , 1905,5,32, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741028,30.344048,59.907825,2,True,False,True,False,False,True,False
 ул. Расстанная 10 , 1864,4,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741029,30.3473,59.907419,3,True,False,True,False,False,True,False
 ул. Расстанная 10 Литер К, 1864,3,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741030,30.346752,59.907631,3,True,False,True,False,False,True,False
 ул. Расстанная 13 , 1917,4,26, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741031,30.348684,59.906738,2,True,False,False,False,False,True,False
 ул. Расстанная 14к 1 Строение 1, 2018,6,12, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1122390,30.348585,59.907063,2,True,False,False,False,False,True,False
 ул. Расстанная 14к 2 Строение 1, 2018,11,36, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1122391,30.348737,59.907356,3,True,False,True,False,False,True,False
 ул. Расстанная 16 , 1914,5,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741032,30.349052,59.906977,2,True,False,False,False,False,True,False
 ул. Расстанная 18 , 1908,6,19, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741033,30.349384,59.906851,2,True,False,False,False,False,True,False
 ул. Расстанная 19 , 1958,5,14, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1107037,30.352789,59.905628,1,True,False,False,False,False,False,False
 ул. Расстанная 23 , 1890,6,11, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741035,30.355322,59.905051,0,False,False,False,False,False,False,False
 ул. Расстанная 25 , 1866,5,20, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741036,30.356364,59.904812,0,False,False,False,False,False,False,False
 ул. Расстанная 26 , 1917,3,16, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/741037,30.356679,59.905132,0,False,False,False,False,False,False,False
 ул. Рашетова 3 , 1961,5,64, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/22387,30.322318,60.020741,1,True,False,False,False,False,False,False
 ул. Рашетова 5 , 1963,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/22388,30.323522,60.020107,1,True,False,False,False,False,False,False
 ул. Рашетова 6 , 1997,10,197, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1107912,30.323719,60.02164,1,True,False,False,False,False,False,False
 ул. Рашетова 7 , 1961,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/22389,30.32486,60.020282,1,True,False,False,False,False,False,False
 ул. Рашетова 9 Литер В, 1965,10,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1168684,30.324249,60.020934,1,True,False,False,False,False,False,False
 ул. Рашетова 11к 1 , 1966,9,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/22391,30.3253,60.021038,2,True,False,False,False,True,False,False
 ул. Рашетова 11к 2 Литер Д, 1961,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1168685,30.32592,60.020444,1,True,False,False,False,False,False,False
 ул. Рашетова 13к 1 Литер З, 1966,10,45, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1168686,30.326333,60.021173,1,False,False,False,False,True,False,False
 ул. Рашетова 13к 2 Литер Ж, 1962,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/22393,30.32698,60.02057,1,False,False,False,False,True,False,False
 ул. Рашетова 14 , 2001,17,165, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1143472,30.327277,60.021865,1,False,False,False,False,True,False,False
 ш. Революции 9 , 1957,6,107, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139488,30.413299,59.958809,4,True,True,True,False,True,False,False
 ш. Революции 12к 2 Строение 1, 2019,9,105, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1188066,30.417252,59.96098,4,True,True,True,False,False,False,False
 ш. Революции 15 , 1958,5,119, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139489,30.418869,59.959138,4,True,True,True,False,False,False,False
 ш. Революции 16 , 1962,5,64, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1167792,30.416767,59.959561,4,True,True,True,False,False,False,False
 ш. Революции 17 , 1962,5,90, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139490,30.421959,59.959224,2,True,True,False,False,False,False,False
 ш. Революции 18 , 1962,5,71, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1167793,30.419174,59.959638,3,True,True,True,False,False,False,False
 ш. Революции 18к 2 , 2010,17,138, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1185878,30.418896,59.960489,3,True,True,True,False,False,False,False
 ш. Революции 20 , 1961,5,60, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1167794,30.421384,59.959728,2,True,True,False,False,False,False,False
 ш. Революции 20 , 1961,5,60, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1167795,30.421384,59.959728,2,True,True,False,False,False,False,False
 ш. Революции 21к 2 , 1967,5,80, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139491,30.424178,59.958363,1,True,False,False,False,False,False,False
 ш. Революции 21 , 1970,15,97, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1208168,30.423181,59.959106,2,True,True,False,False,False,False,False
 ш. Революции 23 , 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139492,30.42566,59.958309,1,True,False,False,False,False,False,False
 ш. Революции 25 , 1970,15,97, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1126340,30.424555,59.959165,1,True,False,False,False,False,False,False
 ш. Революции 27 , 1970,15,97, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1124279,30.425885,59.959228,1,True,False,False,False,False,False,False
 ш. Революции 29 , 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139493,30.42681,59.957913,1,True,False,False,False,False,False,False
 ш. Революции 33к 2 , 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139494,30.428795,59.958737,2,True,True,False,False,False,False,False
 ш. Революции 33к 3 , 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139495,30.428247,59.957755,0,False,False,False,False,False,False,False
 ш. Революции 33к 4 , 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139496,30.429424,59.958651,1,False,True,False,False,False,False,False
 ш. Революции 33к 5 , 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139497,30.430134,59.958602,1,False,True,False,False,False,False,False
 ш. Революции 33к 6 , 1964,5,100, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1139498,30.430799,59.95844,1,False,True,False,False,False,False,False
 ш. Революции 37к 2 , 1979,10,244, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1102812,30.434437,59.958904,2,False,True,False,True,False,False,False
 ш. Революции 37к 1 , 1969,9,342, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1202521,30.434275,59.959634,3,False,True,True,True,False,False,False
 ш. Революции 43 , 1968,9,208, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1122546,30.441282,59.959494,1,False,False,False,True,False,False,False
 ш. Революции 45 , 1969,9,4, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1194372,30.442692,59.959512,1,False,False,False,True,False,False,False
 ш. Революции 48 , 1961,5,76, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1167796,30.432703,59.960719,2,False,True,True,False,False,False,False
 ш. Революции 50 , 1960,5,80, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1167797,30.43308,59.960273,2,False,True,True,False,False,False,False
 ш. Революции 51 , 1958,3,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1128684,30.449861,59.960278,0,False,False,False,False,False,False,False
 ш. Революции 51 , 1958,3,10, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1128685,30.449861,59.960278,0,False,False,False,False,False,False,False
 ш. Революции 84к 1 , 1957,3,27, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/29122,30.453634,59.961426,0,False,False,False,False,False,False,False
 ш. Революции 87 , 1976,9,32, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/29123,30.48043,59.966529,0,False,False,False,False,False,False,False
 ул. Резная 6 , 2011,11,56, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1204257,30.281346,59.965516,1,False,False,False,False,True,False,False
 ул. Резная 15/4 , 1903,5,46, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1115478,30.281948,59.96562,1,False,False,False,False,True,False,False
 ул. Резная 19/8 , 1875,2,4, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/776810,30.281157,59.966016,1,False,False,False,False,True,False,False
 ул. Резная 19/8 , 1875,4,6, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1115479,30.281157,59.966016,1,False,False,False,False,True,False,False
 Реки Волковки набережная 3б , 1917,4,8, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/740941,30.366901,59.904514,0,False,False,False,False,False,False,False
 Реки Каменки набережная 7к 2 Строение 1, 2019,10,197, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1205470,30.276378,60.057011,0,False,False,False,False,False,False,True
 Реки Каменки набережная 7к 3 Строение 1, 2020,9,198, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1205471,30.277357,60.05719,0,False,False,False,False,False,False,True
 Реки Каменки набережная 11к 2 Строение 1, 2018,8,343, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1205472,30.27566,60.056975,0,False,False,False,False,False,True,True
 Реки Карповки набережная 10 , 2004,10,85, https://dom.mingkh.ru//sankt-peterburg/sankt-peterburg/1180914,30.312661,59.967691,0,False,False,False,False,False,False,False
